form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr	lemma	p
pingpongozok	44	pingpongozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3522	8570080167	pingpongozom	24	1.8	0.5877866649021191	pingpongozik	zik	3	pingpongozik	pingpongozik	0.6428571428571428
pipázok	101	pipázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3608	8570080167	pipázom	48	2.0816326530612246	0.7331525151736445	pipázik	zik	2	pipázik	pipázik	0.6754966887417219
pipiskedek	16	pipiskede	[/V][Prs.NDef.1Sg]	lakom/lakok	1067	8570080167	pipiskedem	17	0.9444444444444444	-0.05715841383994864	pipiskedik	NA	3	pipiskedik	pipiškedik	0.48571428571428577
pironkodok	34	pironkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4029	8570080167	pironkodom	62	0.5555555555555556	-0.587786664902119	pironkodik	NA	3	pironkodik	pironkodik	0.35714285714285715
pirosodok	12	pirosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2743	8570080167	pirosodom	7	1.625	0.4855078157817008	pirosodik	NA	3	pirosodik	pirošodik	0.6190476190476191
piszkálódok	28	piszkálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1002	8570080167	piszkálódom	6	4.142857142857143	1.421385680931161	piszkálódik	NA	3	pißkálódik	piskálódik	0.8055555555555556
piszkoskodok	3	piszkoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	173	8570080167	piszkoskodom	1	2	0.6931471805599453	piszkoskodik	NA	3	pißkoskodik	piskoškodik	0.6666666666666666
pocakosodok	3	pocakosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	159	8570080167	pocakosodom	6	0.5714285714285714	-0.5596157879354228	pocakosodik	NA	4	pocakosodik	pocakošodik	0.36363636363636365
poénkodok	149	poénkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7916	8570080167	poénkodom	79	1.875	0.6286086594223741	poénkodik	NA	3	poénkodik	poénkodik	0.6521739130434783
pofátlankodok	30	pofátlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	705	8570080167	pofátlankodom	11	2.5833333333333335	0.949080554697146	pofátlankodik	NA	4	pofátlankodik	pofátlankodik	0.7209302325581395
pólózok	10	pólózo	[/V][Prs.NDef.1Sg]	lakom/lakok	1468	8570080167	pólózom	26	0.4074074074074074	-0.8979415932059586	pólózik	zik	2	pólózik	pólózik	0.2894736842105263
pompázok	34	pompázo	[/V][Prs.NDef.1Sg]	lakom/lakok	35198	8570080167	pompázom	23	1.4583333333333333	0.377294231141468	pompázik	zik	2	pompázik	pompázik	0.5932203389830508
pörkölődök	2	pörkölődö	[/V][Prs.NDef.1Sg]	lakom/lakok	806	8570080167	pörkölődöm	2	1	0	pörkölődik	NA	3	pörkölődik	pörkölődik	0.5
porosodok	3	porosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	15132	8570080167	porosodom	6	0.5714285714285714	-0.5596157879354228	porosodik	NA	3	porosodik	porošodik	0.36363636363636365
portyázok	68	portyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4052	8570080167	portyázom	9	6.9	1.9315214116032136	portyázik	zik	2	por†ázik	porṯázik	0.8734177215189873
préselődök	6	préselődö	[/V][Prs.NDef.1Sg]	lakom/lakok	3221	8570080167	préselődöm	10	0.6363636363636364	-0.45198512374305727	préselődik	NA	3	préselődik	préšelődik	0.38888888888888895
próbálkozok	3219	próbálkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	323025	8570080167	próbálkozom	15673	0.20543575347709583	-1.582621929074356	próbálkozik	zik	3	próbálkozik	próbálkozik	0.17042447337779187
puhatolózok	28	puhatolózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2438	8570080167	puhatolózom	46	0.6170212765957447	-0.48285177172358457	puhatolózik	zik	4	puhatolózik	puhatolózik	0.3815789473684211
raboskodok	3	raboskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8171	8570080167	raboskodom	36	0.10810810810810811	-2.2246235515243336	raboskodik	NA	3	raboskodik	raboškodik	0.09756097560975611
rádiózok	139	rádiózo	[/V][Prs.NDef.1Sg]	lakom/lakok	5003	8570080167	rádiózom	168	0.8284023668639053	-0.18825629231376917	rádiózik	zik	3	rádiózik	rádiózik	0.4530744336569579
ragaszkodok	1224	ragaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	266576	8570080167	ragaszkodom	12360	0.09910201440012945	-2.3116055109089957	ragaszkodik	NA	3	ragaßkodik	ragaskodik	0.09016634771087885
rágódok	516	rágódo	[/V][Prs.NDef.1Sg]	lakom/lakok	21316	8570080167	rágódom	1080	0.4782608695652174	-0.7375989431307791	rágódik	NA	2	rágódik	rágódik	0.3235294117647059
rajzolódok	2	rajzolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	30853	8570080167	rajzolódom	1	1.5	0.4054651081081644	rajzolódik	NA	3	rajzolódik	rajzolódik	0.6000000000000001
rakódok	2	rakódo	[/V][Prs.NDef.1Sg]	lakom/lakok	18327	8570080167	rakódom	1	1.5	0.4054651081081644	rakódik	NA	2	rakódik	rakódik	0.6000000000000001
rakoncátlankodok	1	rakoncátlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2200	8570080167	rakoncátlankodom	1	1	0	rakoncátlankodik	NA	5	rakoncátlankodik	rakoncátlankodik	0.5
ráncosodok	3	ráncosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3780	8570080167	ráncosodom	10	0.3636363636363637	-1.01160091167848	ráncosodik	NA	3	ráncosodik	ráncošodik	0.2666666666666666
randizok	282	randizo	[/V][Prs.NDef.1Sg]	lakom/lakok	20259	8570080167	randizom	310	0.909967845659164	-0.0943460145359965	randizik	zik	2	randizik	randizik	0.4764309764309765
rángatózok	22	rángatózo	[/V][Prs.NDef.1Sg]	lakom/lakok	5548	8570080167	rángatózom	30	0.7419354838709677	-0.29849298855599654	rángatózik	zik	3	rángatózik	rángatózik	0.425925925925926
ravaszkodok	10	ravaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	972	8570080167	ravaszkodom	6	1.5714285714285714	0.4519851237430572	ravaszkodik	NA	3	ravaßkodik	ravaskodik	0.6111111111111112
rázkódok	17	rázkódo	[/V][Prs.NDef.1Sg]	lakom/lakok	6310	8570080167	rázkódom	31	0.5625	-0.5753641449035618	rázkódik	NA	2	rázkódik	rázkódik	0.36
rázódok	50	rázódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3960	8570080167	rázódom	85	0.5930232558139535	-0.5225216635291818	rázódik	NA	2	rázódik	rázódik	0.3722627737226278
regenerálódok	210	regenerálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	25980	8570080167	regenerálódom	133	1.5746268656716418	0.45401833352515514	regenerálódik	NA	5	regenerálódik	regenerálódik	0.6115942028985507
reggelizek	793	reggelize	[/V][Prs.NDef.1Sg]	lakom/lakok	37598	8570080167	reggelizem	808	0.9814585908529048	-0.01871545581135602	reggelizik	zik	3	reggelizik	reggelizik	0.49532127261384906
reinkarnálódok	16	reinkarnálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2162	8570080167	reinkarnálódom	1	8.5	2.1400661634962708	reinkarnálódik	NA	5	reinkarnálódik	reinkarnálódik	0.8947368421052632
rejtezek	3	rejteze	[/V][Prs.NDef.1Sg]	lakom/lakok	4572	8570080167	rejtezem	2	1.3333333333333333	0.28768207245178085	rejtezik	zik	2	rejtezik	rejtezik	0.5714285714285714
rejtőzködök	16	rejtőzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	13531	8570080167	rejtőzködöm	139	0.12142857142857144	-2.108429078553088	rejtőzködik	NA	3	rejtőzködik	rejtőzködik	0.10828025477707007
rejtőzök	31	rejtőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	58821	8570080167	rejtőzöm	41	0.7619047619047619	-0.2719337154836418	rejtőzik	zik	2	rejtőzik	rejtőzik	0.43243243243243246
reménykedek	5421	reménykede	[/V][Prs.NDef.1Sg]	lakom/lakok	167707	8570080167	reménykedem	19606	0.2765338909573112	-1.285421894256811	reménykedik	NA	3	remé¥kedik	reméṉkedik	0.2166287106955931
rendelkezek	2067	rendelkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	2695227	8570080167	rendelkezem	32150	0.06432148300208392	-2.743861597752787	rendelkezik	zik	3	rendelkezik	rendelkezik	0.06043426166749466
rendetlenkedek	11	rendetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2865	8570080167	rendetlenkedem	6	1.7142857142857142	0.5389965007326869	rendetlenkedik	NA	4	rendetlenkedik	rendetlenkedik	0.631578947368421
rendezkedek	101	rendezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	17362	8570080167	rendezkedem	77	1.3076923076923077	0.26826398659467937	rendezkedik	NA	3	rendezkedik	rendezkedik	0.5666666666666667
rendeződök	12	rendeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	54166	8570080167	rendeződöm	5	2.1666666666666665	0.7731898882334817	rendeződik	NA	3	rendeződik	rendeződik	0.6842105263157894
renitenskedek	2	renitenskede	[/V][Prs.NDef.1Sg]	lakom/lakok	274	8570080167	renitenskedem	1	1.5	0.4054651081081644	renitenskedik	NA	4	renitenskedik	renitenškedik	0.6000000000000001
restelkedek	2	restelkede	[/V][Prs.NDef.1Sg]	lakom/lakok	967	8570080167	restelkedem	33	0.08823529411764706	-2.4277482359480516	restelkedik	NA	3	restelkedik	reštelkedik	0.08108108108108109
részegedek	8	részegede	[/V][Prs.NDef.1Sg]	lakom/lakok	1562	8570080167	részegedem	3	2.25	0.8109302162163288	részegedik	NA	3	réßegedik	résegedik	0.6923076923076923
részegeskedek	5	részegeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	709	8570080167	részegeskedem	5	1	0	részegeskedik	NA	4	réßegeskedik	résegeškedik	0.5
részesedek	35	részesede	[/V][Prs.NDef.1Sg]	lakom/lakok	24890	8570080167	részesedem	21	1.6363636363636365	0.49247648509779424	részesedik	NA	3	réßesedik	résešedik	0.6206896551724138
révedezek	17	révedeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1088	8570080167	révedezem	2	6	1.791759469228055	révedezik	zik	3	révedezik	révedezik	0.8571428571428571
rimánkodok	49	rimánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4130	8570080167	rimánkodom	54	0.9090909090909092	-0.0953101798043249	rimánkodik	NA	3	rimánkodik	rimánkodik	0.47619047619047616
ringatódzok	1	ringatódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	8674	8570080167	ringatódzom	4	0.4	-0.916290731874155	ringatódzik	zik	3	ringatódzik	ringatódzik	0.2857142857142857
ringatózok	24	ringatózo	[/V][Prs.NDef.1Sg]	lakom/lakok	8674	8570080167	ringatózom	281	0.08865248226950355	-2.423031246069913	ringatózik	zik	3	ringatózik	ringatózik	0.08143322475570033
ripacskodok	3	ripacskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	871	8570080167	ripacskodom	2	1.3333333333333333	0.28768207245178085	ripacskodik	NA	3	ripaçkodik	ripačkodik	0.5714285714285714
rohangászok	105	rohangászo	[/V][Prs.NDef.1Sg]	lakom/lakok	3976	8570080167	rohangászom	40	2.5853658536585367	0.9498670274077594	rohangászik	szik	3	rohangáßik	rohangásik	0.7210884353741497
röplabdázok	30	röplabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3986	8570080167	röplabdázom	53	0.5740740740740741	-0.5549968420791281	röplabdázik	zik	3	röplabdázik	röplabdázik	0.36470588235294116
roskadozok	23	roskadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	11094	8570080167	roskadozom	32	0.7272727272727273	-0.3184537311185346	roskadozik	zik	3	roskadozik	roškadozik	0.42105263157894735
rosszalkodok	33	rosszalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6227	8570080167	rosszalkodom	52	0.6415094339622641	-0.4439313889359605	rosszalkodik	NA	3	rosßalkodik	rošsalkodik	0.39080459770114945
röstelkedek	3	röstelkede	[/V][Prs.NDef.1Sg]	lakom/lakok	803	8570080167	röstelkedem	28	0.13793103448275862	-1.9810014688665831	röstelkedik	NA	3	röstelkedik	röštelkedik	0.12121212121212124
rozsdásodok	31	rozsdásodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7072	8570080167	rozsdásodom	5	5.333333333333333	1.6739764335716716	rozsdásodik	NA	3	roΩdásodik	roždášodik	0.8421052631578947
rugaszkodok	36	rugaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7279	8570080167	rugaszkodom	101	0.3627450980392157	-1.0140549006400468	rugaszkodik	NA	3	rugaßkodik	rugaskodik	0.2661870503597122
rugdosódok	2	rugdosódo	[/V][Prs.NDef.1Sg]	lakom/lakok	369	8570080167	rugdosódom	2	1	0	rugdosódik	NA	3	rugdosódik	rugdošódik	0.5
rugódozok	1	rugódozo	[/V][Prs.NDef.1Sg]	lakom/lakok	169	8570080167	rugódozom	4	0.4	-0.916290731874155	rugódozik	zik	3	rugódozik	rugódozik	0.2857142857142857
sáfárkodok	25	sáfárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4988	8570080167	sáfárkodom	30	0.8387096774193549	-0.17589066646366416	sáfárkodik	NA	3	sáfárkodik	šáfárkodik	0.45614035087719296
sajnálkozok	53	sajnálkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14151	8570080167	sajnálkozom	273	0.19708029197080293	-1.6241440598237955	sajnálkozik	zik	3	sajnálkozik	šajnálkozik	0.16463414634146345
sápadozok	3	sápadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	355	8570080167	sápadozom	2	1.3333333333333333	0.28768207245178085	sápadozik	zik	3	sápadozik	šápadozik	0.5714285714285714
segédkezek	121	segédkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	34011	8570080167	segédkezem	303	0.40131578947368424	-0.9130066566729652	segédkezik	zik	3	segédkezik	šegédkezik	0.28638497652582157
serénykedek	11	serénykede	[/V][Prs.NDef.1Sg]	lakom/lakok	3658	8570080167	serénykedem	24	0.48	-0.7339691750802004	serénykedik	NA	3	seré¥kedik	šeréṉkedik	0.3243243243243243
sértődök	377	sértődö	[/V][Prs.NDef.1Sg]	lakom/lakok	14646	8570080167	sértődöm	468	0.8059701492537313	-0.21570857282669167	sértődik	NA	2	sértődik	šértődik	0.44628099173553726
settenkedek	31	settenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	3595	8570080167	settenkedem	51	0.6153846153846154	-0.4855078157817008	settenkedik	NA	3	settenkedik	šettenkedik	0.38095238095238093
sikoltozok	38	sikoltozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8245	8570080167	sikoltozom	79	0.4875	-0.7184649885442352	sikoltozik	zik	3	sikoltozik	šikoltozik	0.32773109243697474
sínylődök	39	sínylődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4938	8570080167	sínylődöm	73	0.5405405405405406	-0.6151856390902334	sínylődik	NA	2	sí¥lődik	šíṉlődik	0.3508771929824562
siránkozok	174	siránkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14018	8570080167	siránkozom	206	0.8454106280193237	-0.16793281934185506	siránkozik	zik	3	siránkozik	širánkozik	0.4581151832460733
sivalkodok	7	sivalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1974	8570080167	sivalkodom	12	0.6153846153846154	-0.4855078157817008	sivalkodik	NA	3	sivalkodik	šivalkodik	0.38095238095238093
sodródok	290	sodródo	[/V][Prs.NDef.1Sg]	lakom/lakok	50915	8570080167	sodródom	522	0.5564053537284895	-0.5862581968934303	sodródik	NA	2	sodródik	šodródik	0.35749385749385754
sóhajtozok	190	sóhajtozo	[/V][Prs.NDef.1Sg]	lakom/lakok	11449	8570080167	sóhajtozom	233	0.8162393162393162	-0.20304768731107156	sóhajtozik	zik	3	sóhajtozik	šóhajtozik	0.4494117647058823
sopánkodok	64	sopánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6686	8570080167	sopánkodom	59	1.0833333333333333	0.08004270767353636	sopánkodik	NA	3	sopánkodik	šopánkodik	0.52
sorjázok	8	sorjázo	[/V][Prs.NDef.1Sg]	lakom/lakok	9441	8570080167	sorjázom	17	0.5	-0.6931471805599453	sorjázik	zik	2	sorjázik	šorjázik	0.3333333333333333
sötétedek	1	sötétede	[/V][Prs.NDef.1Sg]	lakom/lakok	18489	8570080167	sötétedem	2	0.6666666666666666	-0.4054651081081645	sötétedik	NA	3	sötétedik	šötétedik	0.4
soványodok	4	soványodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1420	8570080167	soványodom	3	1.25	0.22314355131420976	soványodik	NA	3	sová¥odik	šováṉodik	0.5555555555555556
specializálódok	15	specializálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	12027	8570080167	specializálódom	22	0.6956521739130435	-0.3629054936893685	specializálódik	NA	6	specializálódik	špecializálódik	0.41025641025641024
sürgölődök	13	sürgölődö	[/V][Prs.NDef.1Sg]	lakom/lakok	2392	8570080167	sürgölődöm	3	3.5	1.252762968495368	sürgölődik	NA	3	sürgölődik	šürgölődik	0.7777777777777779
sütkérezek	68	sütkéreze	[/V][Prs.NDef.1Sg]	lakom/lakok	7654	8570080167	sütkérezem	12	5.3076923076923075	1.6691571471357225	sütkérezik	zik	3	sütkérezik	šütkérezik	0.8414634146341464
szabadkozok	29	szabadkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8713	8570080167	szabadkozom	150	0.1986754966887417	-1.616082455152769	szabadkozik	zik	3	ßabadkozik	sabadkozik	0.16574585635359113
szabálytalankodok	31	szabálytalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6970	8570080167	szabálytalankodom	22	1.391304347826087	0.3302416868705768	szabálytalankodik	NA	5	ßabá¬talankodik	sabájtalankodik	0.5818181818181818
szabódok	6	szabódo	[/V][Prs.NDef.1Sg]	lakom/lakok	925	8570080167	szabódom	10	0.6363636363636364	-0.45198512374305727	szabódik	NA	2	ßabódik	sabódik	0.38888888888888895
szaglálódok	1	szaglálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	77	8570080167	szaglálódom	2	0.6666666666666666	-0.4054651081081645	szaglálódik	NA	3	ßaglálódik	saglálódik	0.4
szaglászok	91	szaglászo	[/V][Prs.NDef.1Sg]	lakom/lakok	6069	8570080167	szaglászom	81	1.1219512195121952	0.11506932978478727	szaglászik	szik	2	ßagláßik	saglásik	0.5287356321839081
száguldozok	192	száguldozo	[/V][Prs.NDef.1Sg]	lakom/lakok	16139	8570080167	száguldozom	117	1.6355932203389831	0.4920055644392208	száguldozik	zik	3	ßáguldozik	ságuldozik	0.6205787781350482
szájhősködök	1	szájhősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	144	8570080167	szájhősködöm	3	0.5	-0.6931471805599453	szájhősködik	NA	3	ßájhősködik	sájhőšködik	0.3333333333333333
szakácskodok	4	szakácskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	506	8570080167	szakácskodom	13	0.35714285714285715	-1.029619417181158	szakácskodik	NA	3	ßakáçkodik	sakáčkodik	0.2631578947368422
számítódok	3	számítódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2554	8570080167	számítódom	1	2	0.6931471805599453	számítódik	NA	3	ßámítódik	sámítódik	0.6666666666666666
szánakozok	14	szánakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3014	8570080167	szánakozom	39	0.375	-0.9808292530117262	szánakozik	zik	3	ßánakozik	sánakozik	0.27272727272727276
szándékozok	1252	szándékozo	[/V][Prs.NDef.1Sg]	lakom/lakok	57854	8570080167	szándékozom	5059	0.24762845849802373	-1.3958258073854428	szándékozik	zik	3	ßándékozik	sándékozik	0.19847932837003013
szándékszok	7	szándékszo	[/V][Prs.NDef.1Sg]	lakom/lakok	57854	8570080167	szándékszom	293	0.02721088435374149	-3.6041382256588457	szándékszik	szik	2	ßándékßik	sándéksik	0.026490066225165563
szaporodok	25	szaporodo	[/V][Prs.NDef.1Sg]	lakom/lakok	87868	8570080167	szaporodom	17	1.4444444444444444	0.36772478012531734	szaporodik	NA	3	ßaporodik	saporodik	0.5909090909090909
szarakodok	160	szarakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5699	8570080167	szarakodom	41	3.8333333333333335	1.3437347467010947	szarakodik	NA	3	ßarakodik	sarakodik	0.793103448275862
szarakszok	8	szarakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	5699	8570080167	szarakszom	16	0.5294117647058824	-0.6359887667199967	szarakszik	szik	2	ßarakßik	saraksik	0.34615384615384615
származok	225	származo	[/V][Prs.NDef.1Sg]	lakom/lakok	596330	8570080167	származom	9351	0.02416595380667236	-3.7228105038796184	származik	zik	2	ßármazik	sármazik	0.02359574023804552
szedelődzködök	4	szedelődzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	599	8570080167	szedelődzködöm	25	0.19230769230769232	-1.6486586255873816	szedelődzködik	NA	4	ßedelődzködik	sedelődzködik	0.16129032258064516
szedelőzködök	38	szedelőzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	1934	8570080167	szedelőzködöm	35	1.0833333333333333	0.08004270767353636	szedelőzködik	NA	4	ßedelőzködik	sedelőzködik	0.52
szegényedek	5	szegényede	[/V][Prs.NDef.1Sg]	lakom/lakok	3561	8570080167	szegényedem	6	0.8571428571428571	-0.15415067982725836	szegényedik	NA	3	ßegé¥edik	segéṉedik	0.46153846153846145
szegeződök	1	szegeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	7210	8570080167	szegeződöm	1	1	0	szegeződik	NA	3	ßegeződik	segeződik	0.5
szegődök	87	szegődö	[/V][Prs.NDef.1Sg]	lakom/lakok	26979	8570080167	szegődöm	151	0.5789473684210527	-0.5465437063680699	szegődik	NA	2	ßegődik	segődik	0.36666666666666664
szégyenkezek	67	szégyenkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	31859	8570080167	szégyenkezem	308	0.22006472491909385	-1.513833571721639	szégyenkezik	zik	3	ßé©enkezik	séḏenkezik	0.18037135278514588
szélesedek	1	szélesede	[/V][Prs.NDef.1Sg]	lakom/lakok	14264	8570080167	szélesedem	1	1	0	szélesedik	NA	3	ßélesedik	sélešedik	0.5
szélhámoskodok	5	szélhámoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	428	8570080167	szélhámoskodom	9	0.6	-0.5108256237659907	szélhámoskodik	NA	4	ßélhámoskodik	sélhámoškodik	0.37499999999999994
szellemeskedek	5	szellemeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	583	8570080167	szellemeskedem	2	2	0.6931471805599453	szellemeskedik	NA	4	ßellemeskedik	sellemeškedik	0.6666666666666666
személyeskedek	226	személyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	6741	8570080167	személyeskedem	26	8.407407407407407	2.129113151477074	személyeskedik	NA	4	ßemé¬eskedik	seméješkedik	0.8937007874015748
szemérmeskedek	2	szemérmeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	360	8570080167	szemérmeskedem	1	1.5	0.4054651081081644	szemérmeskedik	NA	4	ßemérmeskedik	semérmeškedik	0.6000000000000001
szemlélődök	305	szemlélődö	[/V][Prs.NDef.1Sg]	lakom/lakok	7997	8570080167	szemlélődöm	255	1.1953125	0.1784076574728183	szemlélődik	NA	3	ßemlélődik	semlélődik	0.5444839857651245
szemtelenkedek	15	szemtelenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1357	8570080167	szemtelenkedem	3	4	1.3862943611198906	szemtelenkedik	NA	4	ßemtelenkedik	semtelenkedik	0.8
szennyeződök	1	szennyeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	8575	8570080167	szennyeződöm	3	0.5	-0.6931471805599453	szennyeződik	NA	3	ßen¥eződik	senṉeződik	0.3333333333333333
szépítkezek	3	szépítkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1096	8570080167	szépítkezem	17	0.2222222222222222	-1.5040773967762742	szépítkezik	zik	3	ßépítkezik	sépítkezik	0.18181818181818182
szerelmeskedek	14	szerelmeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	3264	8570080167	szerelmeskedem	15	0.9375	-0.06453852113757118	szerelmeskedik	NA	4	ßerelmeskedik	serelmeškedik	0.48387096774193555
szerencsétlenkedek	236	szerencsétlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	4615	8570080167	szerencsétlenkedem	63	3.703125	1.3091770577754591	szerencsétlenkedik	NA	5	ßerençétlenkedik	serenčétlenkedik	0.787375415282392
szerénykedek	25	szerénykede	[/V][Prs.NDef.1Sg]	lakom/lakok	4231	8570080167	szerénykedem	43	0.5909090909090909	-0.5260930958967791	szerénykedik	NA	3	ßeré¥kedik	seréṉkedik	0.3714285714285714
szeretkezek	376	szeretkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	27905	8570080167	szeretkezem	275	1.365942028985507	0.3118443217308608	szeretkezik	zik	3	ßeretkezik	seretkezik	0.5773353751914242
szerveződök	3	szerveződö	[/V][Prs.NDef.1Sg]	lakom/lakok	59340	8570080167	szerveződöm	3	1	0	szerveződik	NA	3	ßerveződik	serveződik	0.5
szerződök	241	szerződö	[/V][Prs.NDef.1Sg]	lakom/lakok	51881	8570080167	szerződöm	174	1.3828571428571428	0.3241517522331723	szerződik	NA	2	ßerződik	serződik	0.5803357314148682
szigetelődök	2	szigetelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1035	8570080167	szigetelődöm	1	1.5	0.4054651081081644	szigetelődik	NA	4	ßigetelődik	sigetelődik	0.6000000000000001
szigorlatozok	5	szigorlatozo	[/V][Prs.NDef.1Sg]	lakom/lakok	593	8570080167	szigorlatozom	34	0.17142857142857143	-1.7635885922613588	szigorlatozik	zik	4	ßigorlatozik	sigorlatozik	0.14634146341463414
színesedek	3	színesede	[/V][Prs.NDef.1Sg]	lakom/lakok	5561	8570080167	színesedem	1	2	0.6931471805599453	színesedik	NA	3	ßínesedik	sínešedik	0.6666666666666666
színészkedek	58	színészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	7379	8570080167	színészkedem	91	0.6413043478260869	-0.444251133143321	színészkedik	NA	3	ßínéßkedik	sínéskedik	0.390728476821192
színeződök	1	színeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	7341	8570080167	színeződöm	2	0.6666666666666666	-0.4054651081081645	színeződik	NA	3	ßíneződik	síneződik	0.4
sziporkázok	32	sziporkázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4822	8570080167	sziporkázom	8	3.6666666666666665	1.2992829841302609	sziporkázik	zik	3	ßiporkázik	siporkázik	0.7857142857142857
szitkozódok	84	szitkozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	6590	8570080167	szitkozódom	112	0.7522123893805309	-0.2847365622220242	szitkozódik	NA	3	ßitkozódik	sitkozódik	0.4292929292929293
szivarozok	58	szivarozo	[/V][Prs.NDef.1Sg]	lakom/lakok	2542	8570080167	szivarozom	16	3.4705882352941178	1.244324099849503	szivarozik	zik	3	ßivarozik	sivarozik	0.7763157894736842
szíveskedek	17	szíveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	81883	8570080167	szíveskedem	6	2.5714285714285716	0.9444616088408516	szíveskedik	NA	3	ßíveskedik	síveškedik	0.72
szívódok	9	szívódo	[/V][Prs.NDef.1Sg]	lakom/lakok	38838	8570080167	szívódom	1	5	1.6094379124341005	szívódik	NA	2	ßívódik	sívódik	0.8333333333333334
szobrászkodok	6	szobrászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1076	8570080167	szobrászkodom	25	0.2692307692307692	-1.312186388966169	szobrászkodik	NA	3	ßobráßkodik	sobráskodik	0.21212121212121207
